,doch,jedoch,aber,andererseits,allerdings,hingegen
shares,1.0,3.0,2.0,0.0,1.0,1.0
sharing,0.0,0.0,2.0,0.0,0.0,0.0
sharm,0.0,0.0,1.0,0.0,0.0,0.0
sharon,0.0,0.0,1.0,0.0,0.0,0.0
sharp,1.0,0.0,1.0,0.0,0.0,0.0
sharply,0.0,0.0,1.0,0.0,0.0,0.0
shattered,0.0,0.0,0.0,0.0,0.0,1.0
shay,0.0,1.0,0.0,0.0,0.0,0.0
she,8.0,6.0,16.0,1.0,6.0,0.0
shed,1.0,0.0,0.0,0.0,0.0,0.0
sheep,0.0,0.0,2.0,0.0,0.0,0.0
sheer,2.0,0.0,2.0,0.0,0.0,0.0
shelf,0.0,1.0,0.0,0.0,0.0,0.0
shepherdstown,0.0,0.0,1.0,0.0,0.0,0.0
shield,1.0,0.0,0.0,0.0,0.0,0.0
shift,2.0,1.0,2.0,0.0,0.0,0.0
shifted,0.0,0.0,1.0,0.0,0.0,0.0
shifting,0.0,0.0,0.0,1.0,0.0,0.0
ship,0.0,0.0,2.0,0.0,0.0,0.0
shipbuilding,0.0,0.0,1.0,0.0,0.0,0.0
shipowners,0.0,0.0,1.0,0.0,0.0,0.0
shipped,0.0,0.0,1.0,0.0,0.0,0.0
shipping,1.0,1.0,1.0,0.0,0.0,0.0
ships,0.0,0.0,5.0,0.0,0.0,0.0
shipwrecks,0.0,0.0,1.0,0.0,0.0,0.0
shipyard,0.0,0.0,1.0,0.0,0.0,0.0
shipyards,0.0,0.0,1.0,0.0,0.0,0.0
shock,1.0,0.0,0.0,0.0,0.0,0.0
shocked,1.0,1.0,1.0,0.0,0.0,0.0
shocking,0.0,1.0,0.0,0.0,0.0,0.0
shocks,0.0,0.0,1.0,0.0,0.0,0.0
shoes,0.0,0.0,2.0,0.0,0.0,0.0
shook,0.0,0.0,1.0,0.0,0.0,0.0
shopping,0.0,0.0,2.0,0.0,0.0,0.0
shops,0.0,0.0,3.0,0.0,0.0,0.0
shores,0.0,1.0,0.0,0.0,0.0,0.0
short,8.0,11.0,16.0,1.0,1.0,0.0
short-run,1.0,0.0,0.0,0.0,0.0,0.0
short-term,0.0,1.0,1.0,0.0,0.0,1.0
shortage,0.0,0.0,1.0,0.0,1.0,1.0
shortcomings,2.0,4.0,1.0,1.0,1.0,0.0
shorter,1.0,0.0,2.0,0.0,0.0,0.0
shortest,0.0,1.0,0.0,0.0,0.0,0.0
shortly,1.0,0.0,2.0,0.0,0.0,0.0
shortsighted,0.0,0.0,0.0,0.0,1.0,0.0
shots,0.0,0.0,1.0,0.0,0.0,0.0
should,136.0,522.0,429.0,5.0,97.0,5.0
shoulder,2.0,0.0,1.0,0.0,0.0,0.0
shouldered,1.0,0.0,0.0,0.0,0.0,0.0
shouldering,1.0,0.0,0.0,0.0,0.0,0.0
shoulders,1.0,0.0,3.0,0.0,0.0,0.0
shouldn't,0.0,0.0,1.0,0.0,0.0,0.0
shout,0.0,1.0,0.0,0.0,0.0,0.0
show,9.0,18.0,10.0,1.0,1.0,1.0
showed,2.0,0.0,3.0,0.0,0.0,0.0
showing,0.0,1.0,0.0,0.0,0.0,0.0
shown,3.0,24.0,7.0,0.0,3.0,0.0
shows,9.0,12.0,9.0,0.0,4.0,0.0
shut,1.0,0.0,1.0,0.0,0.0,0.0
shuttle,0.0,0.0,0.0,1.0,0.0,0.0
shy,0.0,1.0,1.0,0.0,0.0,0.0
siberia,0.0,0.0,1.0,0.0,0.0,0.0
sick,0.0,0.0,1.0,0.0,0.0,0.0
side,7.0,11.0,17.0,0.0,1.0,1.0
side-effects,0.0,0.0,1.0,0.0,0.0,0.0
side;,0.0,0.0,1.0,0.0,0.0,0.0
sideline,0.0,1.0,0.0,0.0,0.0,0.0
sides,2.0,1.0,5.0,0.0,0.0,0.0
sides;,0.0,0.0,0.0,1.0,0.0,0.0
sierra,0.0,0.0,0.0,0.0,0.0,1.0
sieve',0.0,0.0,1.0,0.0,0.0,0.0
sight,0.0,2.0,1.0,0.0,0.0,0.0
sign,1.0,0.0,2.0,0.0,1.0,0.0
signal,2.0,0.0,3.0,0.0,1.0,0.0
signals,1.0,0.0,3.0,0.0,0.0,0.0
signatories,1.0,0.0,0.0,0.0,0.0,0.0
signatures,2.0,0.0,0.0,0.0,0.0,0.0
signed,1.0,0.0,5.0,3.0,0.0,0.0
significance,2.0,2.0,3.0,0.0,0.0,0.0
significant,6.0,10.0,7.0,0.0,1.0,0.0
significantly,0.0,4.0,3.0,0.0,1.0,0.0
signifies,0.0,0.0,1.0,0.0,0.0,0.0
signing,0.0,1.0,3.0,0.0,0.0,0.0
signs,1.0,2.0,1.0,0.0,0.0,0.0
silence,1.0,1.0,2.0,0.0,0.0,0.0
silenced,0.0,0.0,1.0,0.0,0.0,0.0
silent,0.0,2.0,3.0,0.0,0.0,0.0
silguy,1.0,0.0,0.0,0.0,0.0,0.0
silver,0.0,0.0,1.0,0.0,0.0,0.0
similar,0.0,2.0,2.0,1.0,0.0,1.0
similarities,0.0,0.0,1.0,0.0,0.0,0.0
similarity,1.0,2.0,0.0,0.0,0.0,0.0
similarly,2.0,0.0,3.0,0.0,1.0,0.0
simmering,0.0,0.0,1.0,0.0,0.0,0.0
simple,7.0,4.0,11.0,0.0,0.0,0.0
simpler,1.0,0.0,1.0,1.0,0.0,0.0
simpler',0.0,0.0,1.0,0.0,0.0,0.0
simplest,2.0,0.0,1.0,0.0,0.0,0.0
simplicity,0.0,0.0,1.0,0.0,0.0,0.0
simplification,0.0,1.0,4.0,0.0,0.0,0.0
simplified,1.0,0.0,1.0,0.0,0.0,0.0
simplify,0.0,1.0,0.0,0.0,2.0,0.0
simplifying,1.0,0.0,1.0,0.0,1.0,0.0
simplistic,0.0,0.0,1.0,0.0,0.0,0.0
simply,36.0,15.0,21.0,0.0,7.0,0.0
simpsons,0.0,0.0,1.0,0.0,0.0,0.0
simultaneous,0.0,0.0,0.0,1.0,0.0,0.0
simultaneously,0.0,0.0,1.0,0.0,0.0,0.0
sin,0.0,0.0,1.0,0.0,0.0,0.0
since,46.0,24.0,55.0,1.0,4.0,0.0
sincere,0.0,1.0,3.0,0.0,0.0,0.0
sincerely,0.0,4.0,2.0,0.0,0.0,0.0
sing,0.0,0.0,1.0,0.0,0.0,0.0
singapore,1.0,0.0,0.0,0.0,0.0,0.0
singing,0.0,0.0,1.0,0.0,1.0,0.0
single,8.0,9.0,12.0,1.0,2.0,0.0
single-handedly,0.0,1.0,0.0,0.0,0.0,0.0
sings,0.0,0.0,1.0,0.0,0.0,0.0
sins,0.0,0.0,1.0,0.0,0.0,0.0
sir,0.0,0.0,2.0,0.0,1.0,0.0
sit,1.0,1.0,1.0,0.0,1.0,0.0
site,0.0,1.0,1.0,0.0,0.0,0.0
sites,0.0,1.0,1.0,0.0,0.0,0.0
sits,0.0,0.0,1.0,0.0,0.0,0.0
sitting,0.0,1.0,6.0,0.0,1.0,0.0
sitting;,0.0,0.0,0.0,0.0,0.0,1.0
sittings,2.0,0.0,2.0,0.0,0.0,0.0
situation,23.0,24.0,45.0,2.0,11.0,0.0
situations,0.0,2.0,4.0,0.0,0.0,0.0
six,4.0,1.0,2.0,0.0,2.0,0.0
six-party,0.0,0.0,1.0,0.0,0.0,0.0
size,0.0,0.0,2.0,0.0,2.0,0.0
sizeable,0.0,1.0,0.0,0.0,0.0,0.0
sizing,0.0,0.0,0.0,1.0,0.0,0.0
sjöstedt,1.0,0.0,0.0,0.0,0.0,0.0
skating,1.0,0.0,1.0,0.0,0.0,0.0
sketched,0.0,0.0,1.0,0.0,0.0,0.0
skies,0.0,0.0,1.0,0.0,0.0,0.0
skilled,1.0,0.0,1.0,0.0,0.0,0.0
skills,0.0,0.0,1.0,0.0,0.0,0.0
skim,0.0,1.0,0.0,0.0,0.0,0.0
skip,1.0,0.0,0.0,0.0,0.0,0.0
skippers,0.0,0.0,0.0,0.0,0.0,1.0
sky,1.0,0.0,1.0,0.0,0.0,0.0
skyeurope,0.0,0.0,1.0,0.0,0.0,0.0
sky’,0.0,0.0,1.0,0.0,0.0,0.0
slandered,0.0,0.0,1.0,0.0,0.0,0.0
slap,0.0,0.0,1.0,0.0,0.0,0.0
slaughter,0.0,1.0,0.0,0.0,0.0,0.0
slaughterhouse,0.0,0.0,1.0,0.0,0.0,0.0
slaughterhouses,0.0,0.0,2.0,0.0,0.0,0.0
slave,0.0,0.0,1.0,0.0,0.0,0.0
slavery,0.0,0.0,0.0,0.0,1.0,0.0
slavs,0.0,0.0,1.0,0.0,0.0,0.0
sleeping,1.0,0.0,0.0,0.0,0.0,0.0
sleepy,0.0,0.0,1.0,0.0,0.0,0.0
slight,1.0,1.0,0.0,0.0,1.0,0.0
slightly,3.0,3.0,3.0,0.0,3.0,0.0
slobodan,0.0,0.0,1.0,0.0,0.0,0.0
slope,0.0,1.0,0.0,0.0,0.0,0.0
slots,0.0,0.0,1.0,0.0,0.0,0.0
slovakia,0.0,0.0,1.0,0.0,1.0,0.0
slovenia,0.0,0.0,1.0,0.0,0.0,0.0
slow,0.0,4.0,6.0,0.0,0.0,0.0
slow-down,0.0,1.0,0.0,0.0,0.0,0.0
slowdown,0.0,1.0,0.0,0.0,0.0,0.0
slowed,0.0,1.0,0.0,0.0,0.0,0.0
slowly,0.0,0.0,13.0,0.0,0.0,0.0
smack,0.0,0.0,1.0,0.0,0.0,0.0
small,14.0,10.0,44.0,0.0,3.0,0.0
smaller,1.0,1.0,6.0,1.0,0.0,0.0
smallest,0.0,0.0,1.0,0.0,0.0,0.0
smash,0.0,1.0,0.0,0.0,0.0,0.0
smear,0.0,0.0,1.0,0.0,0.0,0.0
smes,2.0,0.0,6.0,0.0,0.0,0.0
smet,0.0,1.0,0.0,0.0,1.0,0.0
smiles,1.0,0.0,0.0,0.0,0.0,0.0
smiling,0.0,0.0,1.0,0.0,0.0,0.0
smoke,0.0,0.0,1.0,0.0,0.0,0.0
smoke-free,0.0,0.0,1.0,0.0,0.0,0.0
smoke-polluted,1.0,0.0,0.0,0.0,0.0,0.0
smokers,0.0,0.0,1.0,0.0,0.0,0.0
smoking,1.0,2.0,1.0,0.0,0.0,0.0
smooth,0.0,1.0,1.0,0.0,0.0,0.0
smoothly,0.0,0.0,1.0,0.0,0.0,0.0
snag;,0.0,0.0,0.0,0.0,1.0,0.0
snail’s,0.0,0.0,1.0,0.0,0.0,0.0
snap,1.0,0.0,0.0,0.0,0.0,0.0
so,86.0,59.0,202.0,5.0,25.0,1.0
so-called,0.0,0.0,3.0,0.0,0.0,0.0
so;,0.0,0.0,1.0,0.0,0.0,0.0
soap-boxes,0.0,0.0,0.0,0.0,0.0,1.0
social,14.0,14.0,48.0,9.0,2.0,1.0
socialism,0.0,0.0,1.0,0.0,0.0,0.0
socialist,1.0,1.0,5.0,0.0,1.0,0.0
socialists,2.0,0.0,0.0,0.0,0.0,0.0
socially,0.0,0.0,1.0,0.0,0.0,0.0
societal,0.0,1.0,0.0,0.0,0.0,0.0
societies,1.0,0.0,2.0,1.0,2.0,0.0
society,3.0,4.0,21.0,0.0,1.0,0.0
socio-economic,1.0,1.0,1.0,0.0,0.0,0.0
sociopolitical,0.0,0.0,1.0,0.0,0.0,0.0
soft-fruit,0.0,0.0,0.0,0.0,1.0,0.0
softer,0.0,0.0,1.0,0.0,0.0,0.0
software,0.0,1.0,1.0,0.0,0.0,0.0
soil,1.0,1.0,4.0,0.0,0.0,0.0
solana,0.0,0.0,4.0,0.0,0.0,0.0
solar,0.0,0.0,2.0,0.0,0.0,0.0
solbes,0.0,1.0,0.0,0.0,0.0,0.0
sold,0.0,1.0,2.0,0.0,0.0,0.0
soldier,0.0,0.0,1.0,0.0,0.0,0.0
soldiers,0.0,0.0,3.0,0.0,0.0,0.0
sole,1.0,3.0,0.0,0.0,0.0,0.0
solely,0.0,1.0,3.0,0.0,0.0,0.0
solemn,0.0,0.0,1.0,0.0,0.0,0.0
solid,1.0,3.0,3.0,0.0,0.0,0.0
solidarity,2.0,3.0,21.0,0.0,2.0,0.0
solution,10.0,9.0,40.0,1.0,4.0,0.0
solution;,0.0,0.0,1.0,0.0,0.0,0.0
solutions,5.0,7.0,12.0,0.0,0.0,0.0
solvable,0.0,0.0,0.0,0.0,1.0,0.0
solve,0.0,4.0,6.0,0.0,0.0,0.0
solved,2.0,1.0,8.0,0.0,1.0,0.0
solves,0.0,0.0,1.0,0.0,0.0,0.0
solving,0.0,1.0,2.0,0.0,0.0,0.0
solvit,0.0,1.0,0.0,0.0,0.0,0.0
somalia,0.0,0.0,1.0,0.0,0.0,0.0
some,64.0,75.0,142.0,3.0,26.0,1.0
somebody,0.0,0.0,1.0,0.0,1.0,0.0
somehow,2.0,0.0,1.0,0.0,0.0,0.0
someone,2.0,0.0,6.0,0.0,0.0,0.0
someone',0.0,0.0,1.0,0.0,0.0,0.0
something,27.0,18.0,50.0,1.0,12.0,0.0
sometimes,7.0,13.0,22.0,0.0,4.0,0.0
somewhat,17.0,5.0,16.0,0.0,7.0,0.0
somewhere,0.0,0.0,3.0,0.0,0.0,0.0
son,0.0,0.0,1.0,0.0,0.0,0.0
song,0.0,1.0,0.0,0.0,0.0,0.0
soon,2.0,8.0,9.0,0.0,4.0,0.0
sooner,2.0,0.0,4.0,0.0,0.0,0.0
sophisticated,0.0,0.0,2.0,0.0,0.0,0.0
sorry,3.0,7.0,32.0,0.0,3.0,0.0
sort,2.0,1.0,8.0,0.0,0.0,0.0
sorted,1.0,0.0,1.0,0.0,0.0,0.0
sorting,0.0,1.0,0.0,0.0,0.0,0.0
sorts,0.0,0.0,3.0,0.0,0.0,0.0
sought,0.0,1.0,0.0,0.0,1.0,0.0
soul,1.0,0.0,0.0,0.0,0.0,0.0
sound,3.0,3.0,15.0,0.0,1.0,0.0
sounded,0.0,1.0,0.0,0.0,0.0,0.0
sounds,2.0,0.0,3.0,0.0,0.0,0.0
sour,1.0,0.0,0.0,0.0,1.0,0.0
source,1.0,2.0,3.0,1.0,0.0,0.0
sources,3.0,4.0,5.0,1.0,0.0,0.0
south,2.0,3.0,4.0,4.0,3.0,0.0
south-east,0.0,0.0,1.0,0.0,0.0,0.0
south-west,0.0,0.0,0.0,0.0,1.0,0.0
southern,1.0,2.0,2.0,1.0,0.0,0.0
sovereign,1.0,0.0,2.0,0.0,0.0,0.0
sovereignty,2.0,2.0,7.0,2.0,0.0,0.0
soviet,0.0,2.0,3.0,0.0,1.0,0.0
sowed,0.0,0.0,0.0,0.0,0.0,1.0
space,0.0,1.0,4.0,3.0,0.0,0.0
spade,2.0,0.0,0.0,0.0,0.0,0.0
spain,2.0,0.0,6.0,0.0,0.0,1.0
spain's,0.0,0.0,1.0,0.0,0.0,0.0
spaniards,0.0,0.0,1.0,0.0,0.0,0.0
spanish,1.0,1.0,9.0,0.0,1.0,0.0
spanner,0.0,0.0,1.0,0.0,0.0,0.0
spare,1.0,1.0,1.0,0.0,0.0,0.0
sparse,0.0,1.0,0.0,0.0,0.0,0.0
sparsely,0.0,1.0,0.0,0.0,0.0,0.0
spartans,0.0,0.0,1.0,0.0,0.0,0.0
spatial,0.0,0.0,1.0,0.0,0.0,0.0
speak,8.0,4.0,33.0,0.0,0.0,0.0
speaker,1.0,1.0,2.0,0.0,0.0,0.0
speaker's,0.0,0.0,1.0,0.0,0.0,0.0
speakers,3.0,3.0,10.0,0.0,0.0,0.0
speaking,7.0,4.0,13.0,0.0,1.0,0.0
speaks,2.0,2.0,0.0,0.0,0.0,0.0
spec,0.0,0.0,1.0,0.0,0.0,0.0
special,4.0,4.0,10.0,0.0,2.0,0.0
specialised,1.0,0.0,1.0,0.0,0.0,0.0
specialist,1.0,0.0,1.0,0.0,0.0,0.0
specialists,0.0,0.0,1.0,0.0,0.0,0.0
specially,0.0,1.0,1.0,0.0,0.0,0.0
species,0.0,3.0,1.0,0.0,0.0,0.0
specific,3.0,8.0,25.0,3.0,4.0,0.0
specifically,1.0,7.0,6.0,0.0,0.0,2.0
specification,0.0,0.0,2.0,0.0,0.0,0.0
specifications,1.0,1.0,0.0,0.0,0.0,0.0
specificities,0.0,0.0,0.0,0.0,1.0,0.0
specifies,0.0,1.0,1.0,0.0,0.0,0.0
specify,0.0,3.0,2.0,0.0,0.0,0.0
spectacular,0.0,1.0,2.0,0.0,0.0,0.0
spectrum,0.0,0.0,1.0,0.0,0.0,0.0
speculation,1.0,0.0,2.0,0.0,0.0,0.0
speculative,1.0,0.0,0.0,0.0,0.0,0.0
speech,2.0,0.0,10.0,0.0,2.0,0.0
speeches,0.0,0.0,4.0,0.0,0.0,0.0
speechless,0.0,0.0,0.0,0.0,1.0,0.0
speed,0.0,1.0,2.0,0.0,0.0,0.0
speeded,1.0,0.0,0.0,0.0,0.0,0.0
speeding,1.0,0.0,1.0,0.0,0.0,0.0
speedy,0.0,0.0,2.0,0.0,0.0,0.0
spell,2.0,0.0,2.0,0.0,0.0,0.0
spend,1.0,1.0,3.0,0.0,0.0,0.0
spending,3.0,2.0,3.0,0.0,0.0,0.0
spending',0.0,0.0,1.0,0.0,0.0,0.0
spent,1.0,1.0,1.0,0.0,1.0,0.0
sphere,2.0,0.0,6.0,1.0,1.0,0.0
spheres,0.0,0.0,1.0,0.0,0.0,0.0
spill,0.0,1.0,0.0,0.0,0.0,0.0
spills,0.0,0.0,1.0,0.0,0.0,0.0
spine,0.0,0.0,1.0,0.0,0.0,0.0
spineless,0.0,1.0,0.0,0.0,0.0,0.0
spiny,0.0,0.0,1.0,0.0,0.0,0.0
spirit,2.0,5.0,4.0,0.0,0.0,0.0
spite,2.0,3.0,4.0,0.0,0.0,0.0
splendid,0.0,0.0,1.0,0.0,0.0,0.0
split,0.0,0.0,4.0,0.0,0.0,0.0
splitting,1.0,0.0,0.0,0.0,0.0,0.0
spoke,2.0,3.0,2.0,0.0,0.0,1.0
spoken,1.0,0.0,8.0,0.0,0.0,0.0
sponsor,0.0,1.0,0.0,0.0,0.0,0.0
sponsorship,0.0,0.0,1.0,0.0,0.0,0.0
spontaneous,0.0,0.0,0.0,0.0,1.0,0.0
sport,1.0,1.0,3.0,1.0,2.0,0.0
sporting,2.0,1.0,1.0,0.0,0.0,0.0
sports,0.0,1.0,0.0,1.0,0.0,0.0
sportsmen,0.0,0.0,1.0,0.0,0.0,0.0
sportspeople,0.0,0.0,1.0,0.0,0.0,0.0
spot,2.0,0.0,1.0,0.0,0.0,0.0
spotlight,0.0,1.0,0.0,0.0,0.0,0.0
spots,0.0,0.0,1.0,0.0,0.0,0.0
spout,0.0,1.0,0.0,0.0,0.0,0.0
spread,1.0,1.0,1.0,0.0,0.0,0.0
spreading,2.0,0.0,1.0,0.0,0.0,0.0
spring,2.0,0.0,1.0,0.0,0.0,0.0
springs,0.0,0.0,0.0,0.0,1.0,0.0
sprint,0.0,0.0,1.0,0.0,0.0,0.0
spurred,0.0,0.0,0.0,1.0,0.0,0.0
spy,0.0,0.0,0.0,0.0,1.0,0.0
squabbling,0.0,1.0,1.0,0.0,0.0,0.0
square,0.0,0.0,0.0,0.0,1.0,0.0
squared,0.0,0.0,1.0,0.0,0.0,0.0
squarely,0.0,0.0,1.0,0.0,0.0,0.0
squeezed,0.0,1.0,0.0,0.0,0.0,0.0
sri,0.0,0.0,1.0,0.0,0.0,0.0
srpska,1.0,0.0,0.0,0.0,0.0,0.0
stabilisation,0.0,0.0,0.0,1.0,0.0,0.0
stabilise,1.0,0.0,0.0,0.0,0.0,0.0
stabilising,0.0,0.0,1.0,0.0,0.0,0.0
stability,4.0,4.0,17.0,3.0,3.0,0.0
stable,2.0,3.0,1.0,2.0,0.0,0.0
staes,1.0,0.0,1.0,0.0,0.0,0.0
staff,2.0,3.0,10.0,0.0,0.0,0.0
staffing,0.0,1.0,1.0,0.0,0.0,0.0
stage,9.0,6.0,15.0,0.0,0.0,0.0
stage;,0.0,1.0,0.0,1.0,0.0,0.0
staged,0.0,1.0,0.0,0.0,0.0,0.0
stages,0.0,1.0,1.0,0.0,0.0,0.0
stagger,0.0,0.0,1.0,0.0,0.0,0.0
staging,0.0,0.0,2.0,0.0,0.0,0.0
stake,1.0,2.0,6.0,0.0,0.0,0.0
stakeholder,0.0,0.0,1.0,0.0,0.0,0.0
stakeholders,1.0,0.0,1.0,0.0,0.0,0.0
stalinist,0.0,0.0,1.0,0.0,0.0,0.0
stalled,0.0,0.0,0.0,0.0,1.0,0.0
stalling,0.0,1.0,0.0,0.0,0.0,0.0
stamp,0.0,1.0,0.0,0.0,0.0,0.0
stamping,1.0,0.0,0.0,0.0,0.0,0.0
stance,0.0,0.0,4.0,0.0,1.0,0.0
stand,3.0,15.0,9.0,1.0,2.0,0.0
stand-by,0.0,0.0,1.0,0.0,0.0,0.0
stand;,1.0,0.0,0.0,0.0,0.0,0.0
standard,1.0,3.0,2.0,0.0,0.0,2.0
standardization,0.0,1.0,0.0,0.0,0.0,0.0
standardized,0.0,0.0,1.0,0.0,0.0,0.0
standards,6.0,7.0,15.0,1.0,3.0,2.0
standing,0.0,1.0,2.0,0.0,0.0,1.0
standpoint,0.0,1.0,0.0,0.0,1.0,0.0
standpoints,0.0,0.0,1.0,0.0,0.0,0.0
stands,0.0,1.0,7.0,0.0,0.0,0.0
standstill,0.0,0.0,1.0,0.0,0.0,0.0
stark,0.0,1.0,1.0,0.0,0.0,0.0
start,5.0,11.0,19.0,1.0,1.0,0.0
start-up,0.0,0.0,1.0,0.0,0.0,0.0
started,0.0,2.0,8.0,0.0,1.0,0.0
starting,2.0,2.0,1.0,0.0,0.0,0.0
starts,0.0,1.0,2.0,0.0,0.0,0.0
state,18.0,26.0,42.0,2.0,2.0,3.0
state's,0.0,0.0,1.0,0.0,0.0,0.0
stated,1.0,6.0,6.0,0.0,1.0,0.0
statement,6.0,7.0,10.0,0.0,3.0,0.0
statements,2.0,4.0,6.0,0.0,1.0,0.0
states,61.0,86.0,156.0,20.0,19.0,4.0
states',0.0,5.0,4.0,0.0,0.0,0.0
states;,1.0,0.0,1.0,0.0,1.0,0.0
statesmanship,0.0,1.0,0.0,0.0,0.0,0.0
statesmen,1.0,0.0,0.0,0.0,0.0,0.0
states’,0.0,1.0,2.0,0.0,0.0,0.0
state’s,0.0,1.0,1.0,0.0,0.0,0.0
static,0.0,0.0,1.0,0.0,0.0,0.0
stating,1.0,0.0,1.0,0.0,0.0,0.0
station,0.0,0.0,2.0,0.0,0.0,0.0
stationed,0.0,0.0,1.0,0.0,0.0,0.0
stations,0.0,0.0,1.0,0.0,0.0,0.0
statistical,1.0,1.0,1.0,0.0,0.0,0.0
statistician-economist,0.0,0.0,1.0,0.0,0.0,0.0
statistics,4.0,5.0,2.0,0.0,0.0,0.0
status,4.0,3.0,8.0,0.0,0.0,0.0
statute,3.0,1.0,6.0,0.0,1.0,0.0
statutes,0.0,0.0,1.0,0.0,0.0,0.0
statutory,0.0,0.0,2.0,0.0,0.0,0.0
stauner',0.0,0.0,1.0,0.0,0.0,0.0
stave,1.0,0.0,0.0,0.0,0.0,0.0
stay,1.0,2.0,3.0,0.0,0.0,0.0
stayed,0.0,1.0,1.0,0.0,0.0,0.0
staying,0.0,0.0,1.0,0.0,0.0,0.0
steadfast,0.0,0.0,1.0,0.0,0.0,0.0
steadily,0.0,1.0,0.0,0.0,0.0,0.0
steady,0.0,0.0,1.0,0.0,0.0,0.0
steel,0.0,0.0,0.0,1.0,0.0,0.0
steering,0.0,0.0,1.0,0.0,0.0,0.0
steichen,0.0,0.0,1.0,0.0,0.0,0.0
steinmeier,0.0,0.0,1.0,0.0,0.0,0.0
stem,0.0,1.0,1.0,0.0,0.0,0.0
stems,0.0,0.0,1.0,0.0,0.0,0.0
stenius,0.0,0.0,1.0,0.0,0.0,0.0
step,12.0,6.0,35.0,0.0,5.0,0.0
stephen,0.0,0.0,1.0,0.0,0.0,0.0
stepped,0.0,0.0,1.0,0.0,0.0,0.0
steps,3.0,8.0,3.0,2.0,0.0,0.0
sterckx,0.0,0.0,1.0,0.0,0.0,0.0
stereotypes,0.0,0.0,1.0,0.0,0.0,0.0
stereotyping,0.0,1.0,0.0,0.0,0.0,0.0
sterilization,0.0,1.0,0.0,0.0,0.0,0.0
sterling,0.0,0.0,1.0,0.0,0.0,0.0
stew,0.0,0.0,1.0,0.0,0.0,0.0
stick,1.0,0.0,1.0,0.0,0.0,0.0
sticking,0.0,2.0,1.0,0.0,0.0,0.0
still,77.0,140.0,148.0,1.0,40.0,2.0
stimulate,0.0,1.0,0.0,0.0,0.0,0.0
stimulating,0.0,0.0,1.0,0.0,0.0,0.0
stimulus,0.0,3.0,0.0,0.0,0.0,0.0
stinging,1.0,0.0,0.0,0.0,0.0,0.0
stipulated,0.0,0.0,1.0,0.0,0.0,0.0
stipulates,1.0,1.0,0.0,0.0,0.0,0.0
stipulation,0.0,0.0,0.0,0.0,1.0,0.0
stock,0.0,1.0,3.0,0.0,0.0,0.0
stockholm,1.0,0.0,0.0,1.0,0.0,0.0
stocks,1.0,0.0,4.0,0.0,0.0,0.0
stonings,0.0,0.0,1.0,0.0,0.0,0.0
stop,7.0,9.0,10.0,0.0,1.0,0.0
stop-start,0.0,1.0,0.0,0.0,0.0,0.0
stopover,0.0,0.0,1.0,0.0,0.0,0.0
stopped,0.0,3.0,6.0,0.0,0.0,0.0
stopping,1.0,0.0,0.0,0.0,0.0,0.0
stops,1.0,2.0,0.0,0.0,0.0,0.0
storages,0.0,0.0,1.0,0.0,0.0,0.0
store,0.0,1.0,0.0,0.0,0.0,0.0
stories,0.0,0.0,1.0,0.0,0.0,0.0
storing,0.0,1.0,0.0,0.0,0.0,0.0
story,2.0,2.0,8.0,0.0,0.0,0.0
straight,1.0,0.0,1.0,0.0,0.0,0.0
straightaway,2.0,0.0,0.0,0.0,0.0,0.0
straighten,1.0,0.0,0.0,0.0,0.0,0.0
straightforward,1.0,0.0,0.0,0.0,0.0,0.0
strain,1.0,1.0,0.0,0.0,0.0,0.0
straitjacket,0.0,0.0,1.0,0.0,0.0,0.0
straitjacketed,0.0,1.0,0.0,0.0,0.0,0.0
strange,7.0,3.0,2.0,0.0,2.0,0.0
strangely,1.0,1.0,0.0,0.0,0.0,0.0
stranger,0.0,0.0,0.0,0.0,1.0,0.0
strategic,1.0,1.0,4.0,0.0,0.0,0.0
strategies,0.0,0.0,3.0,0.0,0.0,0.0
strategy,7.0,12.0,21.0,0.0,2.0,0.0
strategy',0.0,1.0,0.0,0.0,0.0,0.0
strawberry,1.0,0.0,0.0,0.0,0.0,0.0
straying,0.0,0.0,1.0,0.0,0.0,0.0
streamline,1.0,0.0,0.0,0.0,0.0,0.0
streamlined,0.0,0.0,1.0,0.0,0.0,0.0
street,1.0,0.0,2.0,0.0,0.0,0.0
strength,1.0,0.0,2.0,0.0,0.0,0.0
strengthen,1.0,1.0,3.0,0.0,0.0,0.0
strengthened,2.0,1.0,0.0,0.0,0.0,0.0
strengthened;,0.0,1.0,0.0,0.0,0.0,0.0
strengthening,0.0,0.0,1.0,0.0,0.0,0.0
strengthens,1.0,1.0,1.0,0.0,0.0,0.0
strengths,0.0,1.0,1.0,0.0,0.0,0.0
stress,5.0,23.0,8.0,0.0,5.0,1.0
stressed,0.0,2.0,0.0,0.0,0.0,0.0
stresses,1.0,0.0,1.0,0.0,1.0,0.0
stressing,0.0,0.0,1.0,0.0,0.0,0.0
stretch,1.0,1.0,0.0,0.0,0.0,0.0
stretched,0.0,1.0,0.0,0.0,0.0,0.0
strewn,0.0,1.0,0.0,0.0,0.0,0.0
strict,0.0,2.0,8.0,1.0,0.0,0.0
stricter,1.0,1.0,1.0,0.0,1.0,0.0
strictly,1.0,2.0,3.0,0.0,0.0,0.0
strides,1.0,0.0,1.0,0.0,0.0,0.0
